Unnamed: 0,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE,label
2419,7115,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9238186,-33.5083234,7
2420,7116,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.92328659999998,-33.5086024,7
2421,7153,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.92845559999998,-33.5087014,7
2422,8589,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.4931783,-33.5087345,74
2423,7117,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.92318659999998,-33.5089644,7
2424,9477,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,137.3900695,-33.196338399999995,59
2425,10693,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.44721840000003,-33.1975235,37
2426,9729,BAS,BAS,OCCURRENCE,Abandoned,Low Significance,MBAS,136.0003377,-33.1981834,42
2427,7699,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,138.0820344,-33.201933399999994,84
2428,3813,SLST,SLST,OCCURRENCE,Rehabilitated,Low Significance,MSLT,138.5541624,-33.2045415,56
2429,7688,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,137.9793894,-33.2053374,2
2430,8812,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.0837424,-33.2053994,84
2431,9614,"Cu, Ag, Pb, Zn",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,136.9068436,-33.578472399999995,55
2432,9557,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.1636924,-33.2186534,74
2433,9016,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,136.26338869999998,-33.2199164,28
2434,8198,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,137.4314875,-33.2203314,84
2435,8538,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,136.3328407,-33.2216264,84
2436,7251,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,137.98793840000002,-33.2220884,2
2437,10893,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.0760364,-33.2232314,84
2438,3899,"FEORE, Fe, PHOS, REE",FEORE,PROSPECT,Abandoned,Locally Significant,IRSU,138.38752140000003,-33.2234464,14
2439,7293,"Mn, DOL, Th, U",Mn,PROSPECT,Abandoned,Low Significance,MNOR,136.7867076,-33.5890974,28
2440,9422,"QTZE, KAO",QTZE,OCCURRENCE,Seasonal,Low Significance,QTZT,136.83405359999998,-33.5904844,18
2441,9300,"SAND, GRVL",SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.40219240000002,-33.5905625,84
2442,9284,"DOL, Cu",DOL,OCCURRENCE,Abandoned,Low Significance,VEIN,138.57117730000002,-33.5146665,81
2443,8090,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,CALC,135.4118408,-33.5153443,68
2444,4066,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,138.5790163,-33.516090500000004,55
2445,9511,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.8600073,-33.5172865,2
2446,9672,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.60061230000002,-33.5173335,74
2447,1046,Cu,Cu,OCCURRENCE,Not worked,Low Significance,FBRC,136.8961896,-33.5174064,55
2448,3853,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.6548013,-33.5188875,68
2449,7175,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.7662216,-33.614106400000004,71
2450,477,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,PEGM,136.37788569999998,-33.6149844,55
2451,10416,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,136.58927759999997,-33.6160554,18
2452,10415,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,136.5627646,-33.6162134,18
2453,7119,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9228656,-33.5090594,7
2454,7184,ASBT,ASBT,OCCURRENCE,Abandoned,Low Significance,MTHH,136.7462396,-33.5371064,5
2455,455,Pb,Pb,OCCURRENCE,Not worked,Low Significance,SCHT,136.3323927,-33.5375624,71
2456,7677,"SALT, SAND",SALT,OCCURRENCE,Care/ Maintenance,Low Significance,EVAP,138.02114640000002,-33.5376394,21
2457,4893,U,U,OCCURRENCE,Not worked,Low Significance,IRSU,136.28790669999998,-33.5378424,59
2458,3995,QTZE,QTZE,DEPOSIT,Seasonal,Locally Significant,QTZT,138.22974140000002,-33.5394314,18
2459,9266,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,136.7439476,-33.5413864,84
2460,10107,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.22629540000003,-33.5546354,18
2461,4900,COAL,COAL,DEPOSIT,Not worked,Locally Significant,COAL,135.5840458,-33.557089399999995,24
2462,9297,"SAND, GRVL",SAND,OCCURRENCE,Abandoned,Low Significance,GRVL,138.45918730000002,-33.5578075,84
2463,9600,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,136.5383376,-33.5582494,75
2464,10768,LSND,LSND,OCCURRENCE,Not worked,Low Significance,CBRK,134.86600790000003,-33.5582863,43
2465,7676,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,138.3955864,-33.5921185,84
2466,8470,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.2264455,-33.594052399999995,55
2467,9602,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,136.5228496,-33.594522399999995,75
2468,7295,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,136.5801836,-33.5949214,18
2469,8294,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,136.8881346,-33.5949904,3
2470,9770,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,136.39526669999998,-33.3178954,65
2471,9323,KAO,KAO,OCCURRENCE,Not worked,Low Significance,REGO,136.0991197,-33.3240254,52
2472,7686,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,138.2124664,-33.3259164,84
2473,8204,ASBT,ASBT,OCCURRENCE,Not worked,Low Significance,MTHH,136.7626676,-33.616907399999995,5
2474,10420,"Ag, Au, Pb",Ag,OCCURRENCE,Abandoned,Low Significance,IRSU,136.74074960000002,-33.6177134,51
2475,8592,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.4910083,-33.6186665,74
2476,7062,"Cu, U",Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,136.7259086,-33.619364399999995,55
2477,8381,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.7963843,-33.6205195,56
2478,7254,TALC,TALC,OCCURRENCE,Not worked,Low Significance,MSOM,136.7191656,-33.6218034,27
2479,3870,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.3895774,-33.368626500000005,68
2480,10328,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSED,138.6534533,-33.3700665,37
2481,9661,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,138.7878463,-33.3718585,68
2482,8594,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.4941014,-33.3724255,56
2483,8602,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.2813634,-33.3726174,74
2484,9696,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.3590544,-33.5419224,37
2485,469,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,136.4569526,-33.6504224,55
2486,7278,GYPS,GYPS,OCCURRENCE,Abandoned,Low Significance,GPSM,137.83771240000002,-33.652576399999994,64
2487,9154,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,136.4057217,-33.656426399999994,40
2488,8946,SGRT,SGRT,DEPOSIT,Abandoned,Locally Significant,GRIT,137.82946040000002,-33.657363399999994,32
2489,9329,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,136.0945037,-33.6579504,59
2490,9558,GRVL,GRVL,OCCURRENCE,Seasonal,Locally Significant,GRVL,138.1606954,-33.2592354,69
2491,9799,DOL,DOL,OCCURRENCE,Seasonal,Low Significance,DLOM,138.2053974,-33.2597764,81
2492,9800,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.1985774,-33.2598794,81
2493,7693,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,138.10136540000002,-33.2611824,84
2494,431,AMY,AMY,OCCURRENCE,Abandoned,Locally Significant,VEIN,136.5848646,-33.2615094,17
2495,10058,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.0860404,-33.2621594,84
2496,10334,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,138.7366933,-33.2638125,37
2497,4027,SHA,SHA,PROSPECT,Not worked,Low Significance,SHLE,138.1660214,-33.2652054,13
2498,10873,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.0689474,-33.2657164,26
2499,454,KAO,KAO,DEPOSIT,Not worked,Locally Significant,REGO,136.49332969999998,-33.2698584,52
2500,9771,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.3601594,-33.2717124,74
2501,9322,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,136.02168569999998,-33.3263104,59
2502,7479,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,135.5023238,-33.3283063,84
2503,10100,QTZE,QTZE,OCCURRENCE,Seasonal,Low Significance,QTZT,138.8899643,-33.3309395,18
2504,9295,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNS,138.2420954,-33.3319694,67
2505,7079,JADE,JADE,PROSPECT,Seasonal,Locally Significant,MTHH,136.9274956,-33.4945594,7
2506,7128,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9390166,-33.4947404,7
2507,3798,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5607223,-33.4948505,55
2508,7158,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9453706,-33.4949114,7
2509,7159,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9453746,-33.4950914,7
2510,3836,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.2277294,-33.3729144,84
2511,9635,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,136.41684569999998,-33.3734774,65
2512,8163,GYPS,GYPS,DEPOSIT,Seasonal,Low Significance,GPSM,136.2018837,-33.375114399999994,64
2513,10554,GRNT,GRNT,OCCURRENCE,Not worked,Low Significance,GRNT,137.1405696,-33.3752784,12
2514,8947,"Cu, Au, U",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.9284934,-33.375409399999995,55
2515,8174,GRNT,GRNT,OCCURRENCE,Seasonal,Low Significance,GRNT,137.04998759999998,-33.3761774,12
2516,3777,KAO,KAO,OCCURRENCE,Abandoned,Low Significance,REGO,138.3786604,-33.37674439999999,52
2517,7095,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9247006,-33.4995624,7
2518,7143,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9356796,-33.4995714,7
2519,8412,JADE,JADE,OCCURRENCE,Abandoned,Low Significance,MTHH,136.9408486,-33.4996714,7
2520,7144,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9354706,-33.4998454,7
2521,8414,JADE,JADE,PROSPECT,Care/ Maintenance,Locally Significant,MTHH,136.92255659999998,-33.4999564,7
2522,10329,FEORE,FEORE,OCCURRENCE,Rehabilitated,Low Significance,IRSU,138.81763930000002,-33.658046500000005,14
2523,4029,"Au, Cu",Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.71266930000002,-33.4302535,40
2524,9852,U,U,OCCURRENCE,Not worked,Low Significance,GRNT,136.2629177,-33.4329504,59
2525,9684,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,137.0767946,-33.435582399999994,26
2526,10327,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.5809183,-33.4358915,37
2527,470,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,MTHH,136.42128169999998,-33.4380294,65
2528,9660,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,138.74428830000002,-33.4417675,68
2529,9496,Fe,Fe,PROSPECT,Not worked,Locally Significant,QMTU,135.7930278,-33.4419864,3
2530,10174,SLAT,SLAT,OCCURRENCE,Abandoned,Low Significance,SLAT,138.54986630000002,-33.4425855,39
2531,480,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,135.1552799,-33.4629953,35
2532,9796,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.2073284,-33.4630624,74
2533,478,QTZE,QTZE,OCCURRENCE,Seasonal,Locally Significant,QTZT,136.17351169999998,-33.4635914,18
2534,8595,"DOLR, VERM",DOLR,OCCURRENCE,Abandoned,Low Significance,DOLR,138.5367013,-33.4653255,36
2535,8180,TALC,TALC,PROSPECT,Care/ Maintenance,Low Significance,MTHH,136.9451456,-33.4656074,27
2536,9673,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.58009030000002,-33.4657205,74
2537,9326,"GRPH, Mn, U",GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,136.3179677,-33.466919399999995,65
2538,466,"GRPH, Ag",GRPH,OCCURRENCE,Abandoned,Low Significance,SCHT,136.42205369999996,-33.4676364,65
2539,8598,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.3408554,-33.4688404,74
2540,9766,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.5373543,-33.4704685,81
2541,4898,Mn,Mn,DEPOSIT,Not worked,Locally Significant,IRSU,136.32374769999998,-33.4719984,28
2542,8413,"JADE, MARB",JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9337506,-33.4950924,7
2543,7130,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9385976,-33.4952874,7
2544,7132,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9381716,-33.4954744,7
2545,7131,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9390346,-33.4955514,7
2546,7133,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.93828359999998,-33.4956534,7
2547,8927,CLAY,CLAY,OCCURRENCE,Ceased,Low Significance,CLYS,137.9910854,-33.2245514,2
2548,7684,"SAND, CLAY",SAND,DEPOSIT,Active Mine,Locally Significant,SAND,137.98159040000002,-33.2254864,84
2549,8605,SHA,SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,138.2271674,-33.2258584,13
2550,9332,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,SLST,138.88336230000002,-33.2262695,56
2551,4062,ALU,ALU,OCCURRENCE,Abandoned,Low Significance,RESI,138.1979434,-33.2276344,4
2552,7097,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.92460559999998,-33.5001044,7
2553,7163,JADE,JADE,OCCURRENCE,Care/ Maintenance,Locally Significant,MTHH,136.9404276,-33.5001284,7
2554,7145,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9352656,-33.5002994,7
2555,8408,JADE,JADE,OCCURRENCE,Abandoned,Low Significance,MTHH,136.9289166,-33.5003984,7
2556,7090,JADE,JADE,PROSPECT,Care/ Maintenance,Locally Significant,MTHH,136.9225686,-33.5004974,7
2557,8567,SLAT,SLAT,DEPOSIT,Seasonal,Low Significance,SLAT,138.6216823,-33.5007675,39
2558,644,"Co, Cu",Co,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8147063,-33.5195515,30
2559,11562,Au,Au,OCCURRENCE,Not worked,Low Significance,BIFM,136.4854257,-33.5202614,40
2560,7751,SLAT,SLAT,DEPOSIT,Ceased,Low Significance,SLAT,138.62364630000002,-33.520646500000005,39
2561,8881,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,135.4229018,-33.5209363,26
2562,8168,GYPS,GYPS,OCCURRENCE,Care/ Maintenance,Low Significance,GPSA,136.2451767,-33.5211064,64
2563,8402,"SAND, GRVL",SAND,DEPOSIT,Seasonal,Low Significance,SAND,137.0445776,-33.4434464,84
2564,4073,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.53456430000003,-33.444652500000004,55
2565,440,"Pb, GRPH",Pb,OCCURRENCE,Not worked,Low Significance,SCHT,136.2773427,-33.1471574,71
2566,10202,QTZE,QTZE,PROSPECT,Not worked,Low Significance,QTZT,138.8328093,-33.148659499999994,18
2567,3792,"FEORE, Ag",FEORE,OCCURRENCE,Abandoned,Low Significance,IRSU,138.35344740000002,-33.149584399999995,14
2568,10732,GYPS,GYPS,PROSPECT,Abandoned,Locally Significant,GPSA,137.08178759999998,-33.1497864,64
2569,8274,FEST,FEST,OCCURRENCE,Not worked,Low Significance,IRSU,135.8615968,-33.1509194,82
2570,7690,"SDST, SAND",SDST,DEPOSIT,Active Mine,Locally Significant,SDST,138.1381584,-33.15130739999999,74
2571,10284,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,SLST,138.91132130000003,-33.1513545,56
2572,499,GYPS,GYPS,DEPOSIT,Active Mine,Locally Significant,GPSA,134.7973389,-33.1520213,64
2573,9449,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,138.1449034,-33.1522234,74
2574,9129,"Cu, Co",Cu,OCCURRENCE,Not worked,Low Significance,IRSU,138.7259003,-33.152488500000004,55
2575,9512,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.4326034,-33.1654845,55
2576,8908,"REE, RT",REE,TREATMENT SITE,Rehabilitated,Low Significance,TAIL,138.0028404,-33.1656804,79
2577,9823,"DIA, MSLT",DIA,OCCURRENCE,Not worked,Low Significance,KIMB,138.9088623,-33.1694915,75
2578,8159,GRNT,GRNT,PROSPECT,Ceased,Locally Significant,GNSS,135.8892278,-33.1699664,12
2579,462,GYPS,GYPS,DEPOSIT,Not worked,Locally Significant,GPSM,135.4190608,-33.1723173,64
2580,7240,"CLAY, KAO",CLAY,OCCURRENCE,Abandoned,Low Significance,REGO,138.0586264,-33.1739754,2
2581,496,"SAND, SIS",SAND,DEPOSIT,Abandoned,Locally Significant,SAND,134.37575900000002,-33.1747043,84
2582,10837,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,138.91208730000002,-33.175996500000004,75
2583,8610,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.35274040000002,-33.1760734,56
2584,9634,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,136.41611569999998,-33.2286434,65
2585,8193,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,137.3570545,-33.228978399999995,84
2586,3904,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.23119340000002,-33.2292304,40
2587,453,KAO,KAO,OCCURRENCE,Not worked,Low Significance,REGO,136.3249467,-33.2318124,52
2588,10106,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.07624740000003,-33.2328564,84
2589,7234,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,FPEG,136.7561346,-33.5950414,55
2590,10784,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.5937773,-33.5955125,37
2591,7675,"SAND, GRVL",SAND,DEPOSIT,Seasonal,Low Significance,SAND,138.38479840000002,-33.5957285,84
2592,9418,DOL,DOL,OCCURRENCE,Ceased,Low Significance,DLOM,136.4504907,-33.5962074,81
2593,9301,"SAND, GRVL, QTZE",SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.3932894,-33.5962185,84
2594,8017,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,137.9628114,-33.5963594,84
2595,10165,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.17907340000002,-33.5981874,74
2596,7187,SGRT,SGRT,OCCURRENCE,Abandoned,Low Significance,GRIT,137.9454624,-33.5214114,32
2597,8063,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.66206630000002,-33.5217555,81
2598,8177,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,136.95792959999997,-33.5223974,84
2599,10325,"Cu, Au, Mo",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.7550205,-33.6218124,55
2600,8267,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,135.9735207,-33.6218674,84
2601,9419,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,136.4156267,-33.622494399999994,81
2602,7314,"Cu, Ag, Pb, U, Zn",Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,136.7569976,-33.6269524,55
2603,7305,"DOL, Cu",DOL,OCCURRENCE,Not worked,Low Significance,VEIN,136.7241216,-33.6270544,81
2604,8439,"Cu, GRPH, Pb, Zn",Cu,OCCURRENCE,Not worked,Low Significance,SCHT,136.6048946,-33.1532994,55
2605,3791,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.81031030000003,-33.5439075,55
2606,11390,SDST,SDST,OCCURRENCE,Not worked,Low Significance,SDST,135.8229268,-33.5457024,74
2607,9671,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.6455793,-33.5461485,74
2608,11299,U,U,OCCURRENCE,Not worked,Low Significance,LCGR,137.2520065,-33.5481904,59
2609,10276,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,135.79442980000002,-33.5484054,26
2610,10275,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,135.7767658,-33.548607399999995,26
2611,7310,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.79395359999998,-33.5584274,71
2612,9298,"SAND, GRVL",SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.4685503,-33.5593795,84
2613,464,GYPS,GYPS,DEPOSIT,Seasonal,Low Significance,GPSA,135.9411707,-33.5614474,64
2614,7284,MIC,MIC,OCCURRENCE,Not worked,Low Significance,META,136.7328576,-33.5626344,72
2615,7311,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,136.7761716,-33.5631934,55
2616,9275,COAL,COAL,DEPOSIT,Not worked,Locally Significant,COAL,136.04752969999998,-33.5639294,24
2617,9299,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.46468330000002,-33.564240500000004,84
2618,11561,Au,Au,OCCURRENCE,Not worked,Low Significance,BIFM,136.5584416,-33.5658694,40
2619,7285,MARB,MARB,OCCURRENCE,Abandoned,Low Significance,MARB,136.7710876,-33.5990664,63
2620,3188,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.0446504,-33.6019734,26
2621,7687,DOL,DOL,DEPOSIT,Seasonal,Locally Significant,DLOM,138.2457314,-33.333600399999995,81
2622,8269,FEORE,FEORE,OCCURRENCE,Abandoned,Low Significance,IRSU,138.28491540000002,-33.334193400000004,14
2623,8554,"SAND, MAGS",SAND,PROSPECT,Not worked,Low Significance,MGNS,138.2515364,-33.3348024,84
2624,7183,"KAO, AMY, FELD",KAO,OCCURRENCE,Not worked,Low Significance,REGO,136.7758466,-33.3362144,52
2625,9678,"SAND, SDST",SAND,OCCURRENCE,Seasonal,Low Significance,SAND,138.4453743,-33.6276455,84
2626,9420,"DOL, MAGS",DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,136.38586669999998,-33.6287384,81
2627,8922,"LMST, DOL",LMST,DEPOSIT,Seasonal,Low Significance,LMST,134.9062039,-33.63011029999999,68
2628,3825,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,SLST,138.7612053,-33.6305275,37
2629,7186,"DOL, GNSS",DOL,PROSPECT,Abandoned,Locally Significant,DLOM,136.7455716,-33.632344399999994,81
2630,8553,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,138.2178304,-33.3786614,69
2631,8601,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.3544144,-33.3801434,74
2632,11478,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,REGO,136.8002536,-33.3826814,2
2633,6239,MSLT,MSLT,OCCURRENCE,Not worked,Low Significance,MSED,138.8104883,-33.3851815,37
2634,8205,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,136.60510259999998,-33.3875994,74
2635,3865,"CLAY, CALI",CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.1737684,-33.3901324,2
2636,8832,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,137.9065274,-33.390170399999995,84
2637,7313,SGRT,SGRT,DEPOSIT,Seasonal,Locally Significant,LMST,137.8795254,-33.3901984,32
2638,10528,GRPH,GRPH,DEPOSIT,Not worked,Locally Significant,SCHT,136.46547769999998,-33.5488644,65
2639,10532,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,137.1180996,-33.250682399999995,3
2640,7199,Fe,Fe,DEPOSIT,Active Mine,Locally Significant,METL,137.1099126,-33.2519024,3
2641,10694,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.30729440000002,-33.2526354,37
2642,10306,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,DLOM,138.73836630000002,-33.2530225,56
2643,11482,DOL,DOL,PROSPECT,Not worked,Low Significance,DLOM,138.19049740000003,-33.2554604,81
2644,8315,SDST,SDST,PROSPECT,Abandoned,Locally Significant,SDST,138.18376740000002,-33.2565694,74
2645,7232,MSLT,MSLT,PROSPECT,Abandoned,Locally Significant,GRIT,137.1935416,-33.2719174,37
2646,8279,Fe,Fe,DEPOSIT,Active Mine,Significant to SA,MGTM,137.1153246,-33.2727894,3
2647,8056,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.36834840000003,-33.2754104,74
2648,8490,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.1803216,-33.2755764,55
2649,8055,SDST,SDST,OCCURRENCE,Abandoned,Locally Significant,SDST,138.3711294,-33.2776344,74
2650,3013,Fe,Fe,DEPOSIT,Active Mine,Significant to SA,METL,137.1164216,-33.277826399999995,3
2651,3992,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.2541594,-33.3422624,84
2652,7080,JADE,JADE,PROSPECT,Care/ Maintenance,Locally Significant,MSOM,136.9250456,-33.4956794,7
2653,7160,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9451736,-33.4957254,7
2654,7134,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9380716,-33.4958364,7
2655,8407,JADE,JADE,PROSPECT,Abandoned,Locally Significant,MTHH,136.9264476,-33.4958374,7
2656,7082,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9236706,-33.496782399999994,7
2657,7136,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9375566,-33.4968364,7
2658,7137,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9378806,-33.496922399999995,7
2659,7052,LSND,LSND,OCCURRENCE,Abandoned,Low Significance,SAND,137.8731634,-33.3919394,43
2660,8597,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.3922384,-33.3946495,56
2661,8823,"Mn, Co",Mn,OCCURRENCE,Not worked,Low Significance,MNOR,136.2967837,-33.3956234,28
2662,10228,GRNT,GRNT,OCCURRENCE,Not worked,Low Significance,GRNT,136.2640137,-33.3972244,12
